Beds,Bath,Sqft,Lot_Size,Type,Price,Address,Province,Region
,,,0.47,Residential,189900 CAD,Lot 65 Ta Lana Trail ,BC,West Coast
4.0,2.0,1855.0,,Residential,534900 CAD,2560 8th Ave ,BC,West Coast
3.0,1.0,17.0,0.17,Residential,555000 CAD,1142 9th Ave ,BC,West Coast
,,,,Residential,33500 CAD,1060 4th Avenue ,BC,West Coast
3.0,2.0,1810.0,,Residential,549000 CAD,4926 Timber Ridge Road ,BC,West Coast
,,,,Residential,419500 CAD,1435 Main Street ,BC,West Coast
3.0,1.0,1447.0,g>51,Residential,419900 CAD,3847 Balsam Road ,BC,West Coast
4.0,3.0,1828.0,0.47,Residential,670000 CAD,109-253 NORTON STREET ,BC,West Coast
2.0,2.0,975.0,,Residential,289900 CAD,1850 Shannon Lake ,BC,West Coast
4.0,2.0,2002.0,0.14,Residential,509900 CAD,1018 14th St ,BC,West Coast
3.0,2.0,1716.0,0.12,Residential,409900 CAD,8598 Highway 97 ,BC,West Coast
,,,,Residential,630000 CAD,802 Grand Oro Kaleden ,BC,West Coast
3.0,2.0,1772.0,,Residential,400000 CAD,1469 Springhill Drive ,BC,West Coast
3.0,1.0,1630.0,.462,Residential,665000 CAD,1898 Parckcrest Ave ,BC,West Coast
,,,,Residential,597000 CAD,7 6823 Tucelnuit Dr ,BC,West Coast
,,,,Residential,699900 CAD,Lot A Brun Road ,BC,West Coast
1.0,1.0,860.0,,Residential,379900 CAD,651 Dunes Drive ,BC,West Coast
3.0,1.0,1380.0,0.09,Residential,459900 CAD,41 Slalom Drive ,BC,West Coast
2.0,2.0,1179.0,,Residential,615000 CAD,4205 Gellatly Road ,BC,West Coast
4.0,1.0,1890.0,0.18,Residential,599000 CAD,2506 45 Avenue ,BC,West Coast
,,,0.13,Residential,65000 CAD,594 Sixth Avenue ,BC,West Coast
1.0,3.0,1710.0,0.41,Residential,437000 CAD,16253 Selkirk Road ,BC,West Coast
2.0,1.0,1284.0,,Residential,419900 CAD,6488 Wolfcub Place ,BC,West Coast
4.0,4.0,2664.0,0.22,Residential,699900 CAD,24 640 Upper Lakeview Road ,BC,West Coast
2.0,2.0,1377.0,,Residential,600000 CAD,2082 Clover Drive ,BC,West Coast
,,,,Residential,239000 CAD,4014 Pebble Beach DR ,BC,West Coast
3.0,2.0,1515.0,0.14,Residential,574900 CAD,2336 Mooody Ave ,BC,West Coast
2.0,1.0,1232.0,,Residential,164900 CAD,25th avenue ,BC,West Coast
3.0,2.0,1462.0,,Residential,698800 CAD,18505 LAURENSEN PL ,BC,West Coast
4.0,1.0,1816.0,0.14,Residential,675000 CAD,13218 Kelly Ave ,BC,West Coast
2.0,1.0,816.0,,Residential,108000 CAD,98-3245 PARIS STREET ,BC,West Coast
1.0,1.0,,,Residential,469900 CAD,668 Columbia Street ,BC,West Coast
3.0,4.0,1640.0,,Residential,389000 CAD,8041 Vedette  DR ,BC,West Coast
3.0,3.0,2510.0,,Residential,659900 CAD,#23 9481 Estates Road ,BC,West Coast
,1.0,434.0,,Residential,399000 CAD,909-1191 Sunset Dr ,BC,West Coast
,1.0,553.0,,Residential,499000 CAD,5011 Springs Boulevard ,BC,West Coast
3.0,2.0,2128.0,0.23,Residential,649900 CAD,849 IDA LANE ,BC,West Coast
3.0,2.0,1100.0,,Residential,639000 CAD,6981-Barcelona Drive ,BC,West Coast
2.0,2.0,1000.0,,Residential,529800 CAD,19677 Meadow Gardens Way ,BC,West Coast
2.0,1.0,973.0,,Residential,229900 CAD,337 McKinney Road ,BC,West Coast
,1.0,265.0,,Other,110000 CAD,"7310 MAIN STREET, OSOYOOS, BC ",BC,West Coast
2.0,1.0,1440.0,0.56,Residential,357919 CAD,9308 Kuskanook Road ,BC,West Coast
2.0,1.0,528.0,,Residential,76900 CAD,1055 Old Cariboo Hwy ,BC,West Coast
3.0,2.0,,,Residential,319500 CAD,5155 Fairway Drive ,BC,West Coast
6.0,2.0,2193.0,0.15,Residential,319900 CAD,1600 2nd Street North ,BC,West Coast
3.0,1.0,1100.0,0.31,Residential,335000 CAD,5826 Hwy 33 ,BC,West Coast
6.0,2.0,2463.0,,Residential,599999 CAD,5008 25th ave ,BC,West Coast
4.0,2.0,1800.0,0.12,Residential,675000 CAD,14541 Bacon Road ,BC,West Coast
2.0,3.0,1172.0,,Residential,419000 CAD,7923 Hespeler Road ,BC,West Coast
,,,,Residential,299900 CAD,#16 1809 40 ave ,BC,West Coast
3.0,3.0,2788.0,,Residential,679000 CAD,4330 14 Street NE ,BC,West Coast
3.0,2.0,1392.0,.095,Residential,568700 CAD,20118 Beacon Road ,BC,West Coast
,,,,Residential,399000 CAD,7202 Timberlake Street ,BC,West Coast
,,,,Residential,199000 CAD,Lot 4 Wilderness Ridge ,BC,West Coast
3.0,3.0,1928.0,,Residential,698000 CAD,1261 Roberton Blvd ,BC,West Coast
,,,5.36,Residential,395000 CAD,1594 Cemetery Rd. ,BC,West Coast
,,,0.38,Residential,575000 CAD,8997 Kalamalka Road ,BC,West Coast
3.0,3.0,3100.0,,Residential,659900 CAD,321-641 SHUSWAP RD ,BC,West Coast
2.0,2.0,1285.0,,Residential,373000 CAD,"4505 McLean Creek Road, #G4 ",BC,West Coast
3.0,2.0,893.0,,Residential,158000 CAD,150 Silver Lode Lane ,BC,West Coast
3.0,1.0,1345.0,,Residential,459900 CAD,4914 Elizabeth St ,BC,West Coast
4.0,2.0,1800.0,0.13,Residential,614000 CAD,580 Veterans Ave ,BC,West Coast
3.0,2.0,1508.0,,Residential,369900 CAD,25 12560 Westside Road Vernon BC V1H 1S9 ,BC,West Coast
,,,0.49,Residential,139000 CAD,1210 18th Ave ,BC,West Coast
3.0,1.0,,,Residential,439000 CAD,4420 Westsyde Rd ,BC,West Coast
3.0,3.0,1981.0,0.17,Residential,649000 CAD,402 TRURO STREET ,BC,West Coast
4.0,2.0,2726.0,0.53,Residential,699000 CAD,10529 Cypress Rd ,BC,West Coast
2.0,2.0,1108.0,,Residential,650000 CAD,45 KINGFISHER DRIVE ,BC,West Coast
2.0,2.0,838.0,,Other,399000 CAD,15 Park Place ,BC,West Coast
3.0,1.0,1210.0,,Residential,649000 CAD,512 Bolton Road ,BC,West Coast
2.0,2.0,1051.0,,Residential,375000 CAD,104-3065 WILSON STREET ,BC,West Coast
1.0,1.0,860.0,,Residential,394900 CAD,651 Dunes Drive ,BC,West Coast
2.0,2.0,664.0,,Residential,488000 CAD,804 5911 Alderbridge Way ,BC,West Coast
3.0,2.0,1320.0,0.28,Residential,699000 CAD,135 CYPRESS AVE ,BC,West Coast
2.0,2.0,1120.0,,Other,299000 CAD,13707 Dickson Avenue ,BC,West Coast
2.0,2.0,930.0,,Residential,295900 CAD,7495 Columbia Ave. ,BC,West Coast
1.0,1.0,590.0,,Other,54900 CAD,1200 Rancher Creek Road ,BC,West Coast
1.0,1.0,,,Residential,399999 CAD,13325 102A Avenue ,BC,West Coast
1.0,2.0,,ng>2,Residential,379000 CAD,13383 108 Avenue ,BC,West Coast
2.0,2.0,841.0,,Residential,660000 CAD,1105-1151 Sunset Drive ,BC,West Coast
5.0,3.0,2208.0,0.17,Residential,595000 CAD,2733 Fir Drive ,BC,West Coast
5.0,2.0,2608.0,0.36,Residential,414900 CAD,1881 Shuswap Avenue ,BC,West Coast
3.0,3.0,1973.0,,Residential,574900 CAD,1319 Martin St ,BC,West Coast
1.0,1.0,,,Residential,649900 CAD,1331 ALBERNI STREET ,BC,West Coast
,,,,Residential,50000 CAD,511 Loon Avenue Vernon BC V1H 2A1 ,BC,West Coast
3.0,3.0,1922.0,,Residential,699000 CAD,2420 Pitt River Road ,BC,West Coast
,,,,Residential,626000 CAD,490 McCuddy Creek Road ,BC,West Coast
,,774.0,0.14,Residential,569000 CAD,647 Neden Way ,BC,West Coast
2.0,2.0,,,Residential,314900 CAD,921 Spillway Road ,BC,West Coast
2.0,2.0,1558.0,,Residential,299000 CAD,3704 27 Avenue ,BC,West Coast
4.0,2.0,2000.0,,Residential,649000 CAD,2833 Creighton Valley Road ,BC,West Coast
4.0,2.0,2358.0,0.26,Residential,525000 CAD,5886 FAIRVIEW PLACE ,BC,West Coast
3.0,1.0,1430.0,,Residential,299000 CAD,4986 Luck Avenue ,BC,West Coast
5.0,2.0,,>0.1,Residential,424900 CAD,5036 Riverview Road ,BC,West Coast
3.0,2.0,1772.0,,Residential,497000 CAD,376 GREEN AVE W ,BC,West Coast
4.0,2.0,1920.0,,Residential,499900 CAD,305 Phillips Road ,BC,West Coast
2.0,2.0,1078.0,,Residential,320000 CAD,2350 Stillingfleet Road ,BC,West Coast
4.0,4.0,2400.0,>0.7,Residential,599900 CAD,2552 Rainbow Rd ,BC,West Coast
4.0,2.0,1856.0,0.23,Residential,539900 CAD,410 Cottonwood Avenue ,BC,West Coast
,,,,Residential,359500 CAD,2107 43rd ave ,BC,West Coast
5.0,4.0,2560.0,,Residential,689000 CAD,2801-16 street ,BC,West Coast
,,,,Residential,565000 CAD,2235 E 16 Highway ,BC,West Coast
1.0,1.0,760.0,,Residential,344900 CAD,651 Dunes Drive ,BC,West Coast
2.0,1.0,1972.0,0.23,Residential,485000 CAD,7420 3rd Ave. ,BC,West Coast
,,,,Residential,549900 CAD,1393 9th Avenue ,BC,West Coast
4.0,2.0,1719.0,.261,Residential,399000 CAD,1245 7th Avenue ,BC,West Coast
2.0,2.0,868.0,4.99,Residential,399000 CAD,15958 Peters Road  ,BC,West Coast
3.0,2.0,,0.22,Residential,549900 CAD,5875 Okanagan Street ,BC,West Coast
3.0,2.0,1740.0,>1.5,Residential,349000 CAD,1005 Dorval Road ,BC,West Coast
2.0,2.0,928.0,,Other,189000 CAD,1200 Rancher Creek Road ,BC,West Coast
2.0,2.0,1100.0,,Residential,437900 CAD,312-3521 Carrington Road ,BC,West Coast
2.0,2.0,1045.0,,Residential,414900 CAD,20 Lakeshore Drive Vernon BC V1H 2A1 ,BC,West Coast
,,,,Residential,249900 CAD,"LOT 21- 310 CARIBOU CRES., OSOYOOS ",BC,West Coast
3.0,3.0,1772.0,,Residential,599900 CAD,101-1742 FAIRFORD DRIVE ,BC,West Coast
4.0,2.0,1700.0,>0.2,Residential,649000 CAD,949 HULL STREET ,BC,West Coast
2.0,2.0,1350.0,,Residential,329000 CAD,10-2095 BOUCHERIE ROAD ,BC,West Coast
3.0,1.0,1104.0,.231,Residential,550000 CAD,5177 Dallas Drive ,BC,West Coast
,,,0.52,Residential,139000 CAD,1190 18th Ave ,BC,West Coast
4.0,2.0,,>0.5,Residential,425000 CAD,4690 Canyon-lister Road ,BC,West Coast
,,,,Residential,189900 CAD,48 Lakeshore Drive Parker Cove Vernon BC V1H 2A1 ,BC,West Coast
